the_geom,postcode,organization_name,address,full_address,latitude,longitude,city,state,cartodb_id,main_phone__,discipline,council_district,community_board,borough,census_tract,bin,bbl,nta
0101000020E6100000A50B5641318052C0DB25BBE35E5C4440,10013,Leslie-Lohman Museum of Gay and Lesbian Art,26 Wooster Street,"26 Wooster Street, New York",40.7216458,-74.0030063,New York,NY,1132,(212) 431-2609,Museum,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,47,1077455,1002290020,SoHo-TriBeCa-Civic Center-Little Italy
0101000020E610000081785DBF607F52C04E18833DDC5E4440,11217,"Letter of Marque Theater, Incorporated",172 5th Ave No. 191,"172 5th Ave No. 191, Brooklyn",40.7410962,-73.99028,Brooklyn,NY,1133,(718) 246-2411,Theater,Brooklyn Council District #39,Brooklyn Community Board #6,Brooklyn,131,3019561,3009490046,Park Slope-Gowanus
0101000020E6100000C8EAFB15577F52C0339EAD28CA614440,10019,"Leviathan Lab, Inc.",413 West 50th Street,"413 West 50th Street, New York",40.7639819,-73.9896903,New York,NY,1134,(347) 581-3047,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,133,1079122,1010600024,Clinton
0101000020E610000007BE58CE147552C045A3964110624440,11354,"Lewis Howard Latimer Fund, Inc.",34-41 137th Street,"34-41 137th Street, Flushing",40.7661211,-73.8293949,Flushing,NY,1135,(718) 961-8585,Museum,Queens Council District #25,Queens Community Board #7,Queens,88901,4538071,4049530001,Flushing
0101000020E61000000591FB0CDE7F52C0B351E79B7E604440,10001,"Liberata Dance Theatre, Inc.","440 West 34th Street, Apt. 13G","440 West 34th Street, Apt. 13G, New York",40.7538638,-73.9979279,New York,NY,1136,(212) 971-6054,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,103,1012854,1007310065,Hudson Yards-Chelsea-Flatiron-Union Square
0101000020E610000058AEB7CD547852C0501A6A1492604440,11372,"Liberated Movement, Inc.",87-09 34th Ave,"87-09 34th Ave, Jackson Heights",40.754458,-73.880176,Jackson Heights,NY,1137,(646) 244-7889,Dance,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,,,,
0101000020E610000074AB3132128552C0A1BB24CE8A504440,10304,"Liberian Cultural Association, Inc.",361 Van Duzer Street,"361 Van Duzer Street, New York",40.629236,-74.0792356,New York,NY,1138,(347) 893-3393,"Multi-Discipline, Performing",Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island,21,5013472,5005130060,Stapleton-Rosebank
0101000020E610000033631B02917752C09E9A26C7F8604440,11368,"Library Action Committee of Corona-East Elmhurst, Inc.",100-01 Northern Boulevard,"100-01 Northern Boulevard, Corona",40.7575921,-73.8682256,Corona,NY,1139,(718) 651-1100,"Multi-Discipline, Performing",Queens Council District #21,Queens Community Board #3,Queens,363,4437193,4016950039,East Elmhurst
0101000020E6100000EFCB99ED0A7E52C05ED89AADBC664440,10025,"Life Through Dance, Inc.","345 Riverside Drive, Apt. 5A","345 Riverside Drive, Apt. 5A, New York",40.802633,-73.969417,New York,NY,1140,(646) 250-1847,Dance,Manhattan Council District #9,Bronx Community Board #7,Manhattan,195,1057273,1018920032,Morningside Heights
0101000020E6100000DB300A82477352C0E9F010C64F5A4440,11432,"Light & Love Productions, Inc.","8915 Parsons Boulevard, Ste. 9L","8915 Parsons Boulevard, Ste. 9L, Jamaica",40.7055595,-73.8012395,Jamaica,NY,1141,(347) 806-0344,Film/Video/Audio,Queens Council District #24,Queens Community Board #12,Queens,44601,4208859,4097580006,Jamaica
0101000020E6100000441FE2D5287D52C06237C714075E4440,11222,"Light Industry Cinema Projects, Ltd.",155 Freeman Street,"155 Freeman Street, Brooklyn",40.7345911,-73.9556174,Brooklyn,NY,1142,(646) 420-0359,Film/Video/Audio,Brooklyn Council District #38,Brooklyn Community Board #7,Brooklyn,563,3063927,3025047502,Greenpoint
0101000020E6100000525CFA3CEB7F52C0DB5031CEDF5E4440,10101,"Light Opera of New York, Inc.",Light Opera of New York,"Light Opera of New York, New York",40.741205,-73.9987328,New York,NY,1143,(610) 613-4793,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,,,,
0101000020E61000002F9CB5253C7F52C00AA8CBBD1B634440,10023,Lighthouse International,250 West 64th Street,"250 West 64th Street, New York",40.7742841,-73.9880461,New York,NY,1144,(212) 821-9374,Music,Manhattan Council District #4,Manhattan Community Board #8,Manhattan,151,1030337,0,Lincoln Square
0101000020E610000062BF27D6297F52C00B45BA9F53624440,10019,"Looking Glass Theatre, Inc.",422 West 57th Street,"422 West 57th Street, New York",40.768177,-73.9869285,New York,NY,1145,(212) 307-9467,Theater,Manhattan Council District #6,Manhattan Community Board #5,Manhattan,139,1080955,1010660043,Clinton
0101000020E61000007A45A632FB7E52C0C689AF7614634440,10023,"Lincoln Center for the Performing Arts, Inc.",165 West 65th Street,"165 West 65th Street, New York",40.774062,-73.9840819,New York,NY,1146,(212) 875-5000,"Multi-Discipline, Performing",Manhattan Council District #6,Manhattan Community Board #7,Manhattan,149,1077844,1011377501,Lincoln Square
0101000020E6100000397EA834E27E52C0A6947C9175624440,10023,"Lincoln Square District Management Association, Inc.","1841 Broadway, Ste. 1112","1841 Broadway, Ste. 1112, New York",40.7692129,-73.9825565,New York,NY,1147,(212) 581-3774,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,145,1027189,1011130018,Lincoln Square
0101000020E6100000CA6C9049468052C0485E8C37E85C4440,10013,Lindsay's Theatre,"161 Sixth Avenue, 14th Floor","161 Sixth Avenue, 14th Floor, New York",40.7258367,-74.00429,New York,NY,1148,(212) 691-6969,Theater,,Manhattan Community Board #2,Manhattan,37,1007822,1005050031,SoHo-TriBeCa-Civic Center-Little Italy
0101000020E610000044FAEDEBC07A52C05704A4A256634440,11105,Lit Fund Incorporated,2348 Crescent Street,"2348 Crescent Street, Astoria",40.7760814,-73.918025,Astoria,NY,1149,(917) 626-1369,Theater,Queens Council District #22,Queens Community Board #1,Queens,97,4018813,4008650057,Steinway
0101000020E610000075255D8E327D52C09BC4C5F6FF684440,10031,Literary Arts & Film Foundation Inc.,"608 West 135th Street, Suite 5a","608 West 135th Street, Suite 5a, New York",40.8203114,-73.9562107,New York,NY,1150,(212) 283-4738,Film/Video/Audio,Manhattan Council District #7,Manhattan Community Board #9,Manhattan,22302,1079747,1020010038,Manhattanville
0101000020E61000004776A565247A52C02C877192416D4440,10453,"Little Branches of Borinquen, Inc.",2038 Davidson Avenue,"2038 Davidson Avenue, Bronx",40.8535636,-73.9084715,Bronx,NY,1151,(718) 731-6360,Dance,Bronx Council District #14,Bronx Community Board #5,Bronx,243,2008399,2028630028,University Heights-Morris Heights
0101000020E610000052CF2797EB7F52C080E89326EF5E4440,10113,Little Opera Theatre of NY,"Old Chelsea Station, PO Box 1392","Old Chelsea Station, PO Box 1392, New York",40.7416733,-73.9987543,New York,NY,1152,(212) 560-2228,Music,Manhattan Council District #4,Manhattan Community Board #5,Manhattan,,,,
0101000020E61000009AB51490767F52C01028F62BF8604440,10036,"Little Orchestra Society/Orpheon, Inc.","330 West 42nd Street, 12th Floor","330 West 42nd Street, 12th Floor, New York",40.7575736,-73.9916115,New York,NY,1153,(212) 971-9500 x119,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,115,1024926,1010320048,Clinton
0101000020E6100000B4CC7DCD4D7E52C0638C5940B2574440,11217,Live Source Inc.,138 S Oxford St,"138 S Oxford St, Brooklyn",40.6851273,-73.9734987,Brooklyn,NY,1154,(562) 665-8890,Theater,Brooklyn Council District #36,Brooklyn Community Board #3,Brooklyn,179,3000000,3020040048,Fort Greene
0101000020E61000001D210379F67B52C03FE65EBB0F6D4440,10033,Living Arts Productions,731 West 183rd Street #3-l,"731 West 183rd Street #3-l, New York",40.8520426,-73.9369185,New York,NY,1155,(914) 961-8822,"Multi-Discipline, Performing",Manhattan Council District #7,Manhattan Community Board #12,Manhattan,273,1064410,1021800085,Washington Heights North
0101000020E6100000FBC4A63A097D52C0AA3D36131D5D4440,11222,"Living Image Arts, Inc.",1072 Lorimer Street,"1072 Lorimer Street, Brooklyn",40.7274498,-73.9536883,Brooklyn,NY,1156,(718) 389-2151,Theater,Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,561,3065314,3025960008,Greenpoint
0101000020E6100000982ABDDB618052C0C37295383C5B4440,10108,"Living Room for Artists, Inc.",PO Box 778,"PO Box 778, New York",40.7127753,-74.0059728,New York,NY,1157,(212) 279-4040,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,,,,
0101000020E6100000B2A43737017F52C04B7842AF3F5C4440,10002,"Living Theatre, Inc.",21 Clinton Street,"21 Clinton Street, New York",40.7206935,-73.9844492,New York,NY,1158,(212) 397-9307,Theater,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,3001,1088336,1003500026,Chinatown
0101000020E610000057934CF3B37F52C0B70DA320785F4440,10001,"Living Traditions, Inc.","207 West 25th Street, 4th Floor","207 West 25th Street, 4th Floor, New York",40.7458535,-73.9953583,New York,NY,1159,(212) 532-8202,Folk Arts,Manhattan Council District #2,Manhattan Community Board #5,Manhattan,91,1014211,1007757501,Hudson Yards-Chelsea-Flatiron-Union Square
0101000020E61000000DCDD0D3DB7B52C0F2E43F49266D4440,10033,Loadbang Inc.,69 Bennett Ave.,"69 Bennett Ave., NY",40.8527309,-73.9352922,NY,NY,1160,(412) 680-0974,Music,Manhattan Council District #10,Manhattan Community Board #12,Manhattan,271,1064427,1021807501,Washington Heights North
0101000020E6100000CE8AA8893E7F52C0CCD82B8771614440,10036,Local 802 Senior Musicians Association,322 West 48th Street,"322 West 48th Street, New York",40.7612771,-73.988192,New York,NY,1161,(212) 245-4802 x228,Music,Manhattan Council District #4,Manhattan Community Board #3,Manhattan,127,1025108,1010380043,Clinton
0101000020E61000006405BF0DB17C52C0E913D44BE75F4440,11101,Local Project,11-27 44th Road,"11-27 44th Road, New York",40.7492461,-73.9483065,New York,NY,1162,(646) 298-0969,"Multi-Discipl, Perf & Non-Perf",Queens Council District #26,Queens Community Board #2,Queens,19,4005222,4004460018,Hunters Point-Sunnyside-West Maspeth
0101000020E610000022AB5B3D278052C0938FDD054A5C4440,10013,"Location One, Inc.",26 Greene Street,"26 Greene Street, New York",40.721009,-74.002395,New York,NY,1163,(212) 334-3347,Visual Arts,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,47,1002990,1002307503,SoHo-TriBeCa-Civic Center-Little Italy
0101000020E6100000418EF7F4A27E52C0653F41182E574440,11217,"Loco-Motion Dance Theatre for Children, Inc.",112 St. Marks Place #2,"112 St. Marks Place #2, Brooklyn",40.6810942,-73.9786961,Brooklyn,NY,1164,(212) 995-9027,Dance,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,32,1005828,1004350019,East Village
0101000020E6100000F0976082647F52C074EA6FAE065D4440,10003,Loco7 Dance Puppet Theatre Company Incorporated,"69 East 4th Street, apt 4c","69 East 4th Street, apt 4c, New York",40.7267664,-73.9905096,New York,NY,1165,(646) 642-5990,Theater,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,38,1077982,1004600052,East Village
0101000020E610000007657506217E52C0489858CFFF4D4440,11230,"Lodyjensky Immigration Archive Center of Russian & Ukrainian Culture, Inc.","1679 East 3 street, Apt 601","1679 East 3 street, Apt 601, Brooklyn",40.6093692,-73.9707657,Brooklyn,NY,1166,(718) 594-4800,"Multi-Discipline, Non-Perform",Brooklyn Council District #44,Brooklyn Community Board #12,Brooklyn,438,3174881,3066100055,Ocean Parkway South
0101000020E610000019558671377F52C0CB4BFE277F5B4440,10002,"Loft Practice Organization, Inc.",212 E Broadway 1103g,"212 E Broadway 1103g, New York",40.714818,-73.987759,New York,NY,1167,(201) 881-3086,Dance,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,1401,1077607,1003110013,Lower East Side
0101000020E6100000C8DE41A2BF7C52C05B9F28BFFB664440,10026,"LonGar Ebony Ensemble, Ltd.",119 West 119th Street,"119 West 119th Street, New York",40.8045577,-73.9491964,New York,NY,1169,(212) 749-5500 x2128655522,Music,Manhattan Council District #9,Manhattan Community Board #10,Manhattan,220,1057550,1019040022,Central Harlem South
0101000020E6100000A3B72EEBB47C52C04D8237A4515F4440,11101,Long Island City Cultural Alliance,P. O. Box 1858,"P. O. Box 1858, Long Island City",40.744679,-73.9485424,Long Island City,NY,1170,(917) 558-4800,"Multi-Discipl, Perf & Non-Perf",Queens Council District #26,,Queens,,,,
0101000020E61000006943B40CA77352C0306475ABE7644440,11357,Long Island String Quartet,1434 155th Street,"1434 155th Street, Whitestone",40.78832,-73.8070709,Whitestone,NY,1171,(631) 421-4635,Music,Queens Council District #19,Queens Community Board #11,Queens,991,4103801,4045610058,Whitestone
0101000020E61000003B7B1D27BB7852C0E606431D56604440,11372,"Look & Listen, Inc.",34-29 80th Street,"34-29 80th Street, Jackson Heights",40.752628,-73.8864229,Jackson Heights,NY,1172,(718) 622-3005,Music,Brooklyn Council District #33,Brooklyn Community Board #6,Brooklyn,44,,,Bay Ridge
0101000020E6100000B1A94E626B7F52C0BEA7CD93C65D4440,10003,"Looking Glass Productions of New York, Inc.","812 Broadway, 3rd Floor","812 Broadway, 3rd Floor, New York",40.7326226,-73.9909292,New York,NY,1173,(212) 420-9208,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #2,Manhattan,61,1080118,1005570012,West Village
0101000020E6100000A68C6E73997C52C06529A3DB5C654440,10029,"Los Pleneros de la 21, Inc.",1680 Lexington Avenue,"1680 Lexington Avenue, New York",40.7918963,-73.9468659,New York,NY,1174,(212) 427-5221,Folk Arts,Manhattan Council District #8,Manhattan Community Board #11,Manhattan,172,1051991,1016330013,East Harlem South
0101000020E6100000EC2FBB270F7D52C0A48B4D2B855C4440,11222,"Lot Radio, Inc.",17 Nassau Ave,"17 Nassau Ave, Brooklyn",40.722814,-73.95405,Brooklyn,NY,1175,(347) 446-6553,Music,Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,569,3065937,3026400001,Greenpoint
0101000020E610000070F2B62D257E52C05E3EA3BE76664440,10025,"Lotus Fine Arts Productions, Inc.","310 Riverside Drive, Room 210","310 Riverside Drive, Room 210, New York",40.8004988,-73.9710192,New York,NY,1176,(212) 627-1076 x14,Folk Arts,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,191,1057188,1018900040,Upper West Side
0101000020E61000001EFD2FD7227752C0C5C8923996604440,11368,Louis Armstrong House,34-56 107th Street,"34-56 107th Street, Corona",40.7545845,-73.8615015,Corona,NY,1177,(718) 997-3920,Museum,Queens Council District #21,Queens Community Board #3,Queens,379,4043494,4017480036,North Corona
0101000020E6100000F0E65F811E7952C00A2E56D460564440,11207,"Love Fellowship Tabernacle, Inc.",464 Liberty Avenue,"464 Liberty Avenue, Brooklyn",40.67483,-73.8924869,Brooklyn,NY,1178,(718) 235-2266,"Multi-Discipline, Performing",Brooklyn Council District #42,Brooklyn Community Board #5,Brooklyn,1152,3083726,3037080011,East New York
0101000020E61000005B0BB3D0CE7E52C06F850BD4BD5C4440,10009,"Lower East Side Community Music Workshop, Inc.","95 Avenue B, 1st floor","95 Avenue B, 1st floor, New York",40.7245431,-73.981373,New York,NY,1179,(212) 353-1843,Music,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,2602,1004669,1003890002,Lower East Side
0101000020E610000048F542A6217F52C088E821646A5B4440,10002,Lower East Side Conservancy,235 East Broadway,"235 East Broadway, New York",40.7141843,-73.9864288,New York,NY,1180,(212) 233-6037,"Multi-Discipline, Non-Perform",Manhattan Council District #1,Manhattan Community Board #3,Manhattan,201,1003732,1002860033,Lower East Side
0101000020E6100000716770A5687F52C08A3BDEE4B75B4440,10002,Lower East Side District Management Association,54 Orchard Street,"54 Orchard Street, New York",40.7165495,-73.9907621,New York,NY,1181,(212) 226-9010,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #3,Manhattan,16,1004000,1003090006,Chinatown
0101000020E6100000E805E9737F7E52C04787D1BD985C4440,10009,Lower East Side Girls Club,101 Avenue D,"101 Avenue D, New York",40.7234113,-73.9765291,New York,NY,1182,(212) 982-1633 x104,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #3,Manhattan,2602,1089381,1003777503,Lower East Side
0101000020E61000001271CEE30B7F52C0B19B638A835B4440,10002,"Lower East Side Performing Arts, Inc.",268 East Broadway,"268 East Broadway, New York",40.7149518,-73.9851007,New York,NY,1183,(212) 388-0202,"Multi-Discipline, Performing",Manhattan Council District #1,Manhattan Community Board #1,Manhattan,1401,1082654,1003150001,Lower East Side
0101000020E6100000079ED6C8897F52C03859599187604440,10018,"Lower East Side Printshop, Inc.","306 West 37th Street, 6th floor","306 West 37th Street, 6th floor, New York",40.7541372,-73.9927847,New York,NY,1184,(212) 673-5390 x14,Visual Arts,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,111,1013596,1007600032,Hudson Yards-Chelsea-Flatiron-Union Square
0101000020E61000005FC834E4698052C06A6226F6755A4440,10038,Lower Manhattan Cultural Council,"125 Maiden Lane, 2nd floor","125 Maiden Lane, 2nd floor, New York",40.7067249,-74.0064631,New York,NY,1186,(212) 219-9401 x103,"Multi-Discipline, Non-Perform",Manhattan Council District #1,Manhattan Community Board #1,Manhattan,1502,1087484,1000707501,Battery Park City-Lower Manhattan
0101000020E6100000823B50A73C7F52C00BD5CDC5DF604440,10036,"Lubovitch Dance Foundation, Inc.","229 West 42nd Street, 8th Floor","229 West 42nd Street, 8th Floor, New York",40.756829,-73.988077,New York,NY,1187,(212) 221-7909,Dance,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,119,1024683,1010140017,Midtown-Midtown South
0101000020E6100000D97D22AACB7E52C0C65C0828C3624440,10023,"Lyric Chamber Music Society of New York, Inc.","20 West 64th Street, Apt. 27H","20 West 64th Street, Apt. 27H, New York",40.7715807,-73.9811807,New York,NY,1188,(212) 496-9927,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,149,1027472,1011167501,Lincoln Square
0101000020E610000096B1A19B7D7F52C03563D17476604440,10018,"MA-YI Filipino Theatre Ensemble, Inc.","520 Eighth Avenue, Suite #309","520 Eighth Avenue, Suite #309, New York",40.753615,-73.9920415,New York,NY,1189,(212) 971-4862,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,109,1083624,1007860001,Midtown-Midtown South
0101000020E610000014AD8152597752C05A6034D0216C4440,10462,"MAC Creations P.O.P. Arts, Inc.",PO Box 1234,"PO Box 1234, Bronx",40.8447819,-73.8648268,Bronx,NY,1190,(718) 512-5042,Film/Video/Audio,Bronx Council District #18,Bronx Community Board #9,Bronx,,,,
0101000020E610000084447F0D2D7F52C056FB2AAF4B5D4440,10003,"MAPP International Productions, Inc.",140 Second Avenue,"140 Second Avenue, New York",40.7288722,-73.9871248,New York,NY,1191,(646) 602-9390,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #3,Manhattan,38,1006362,1004500006,East Village
0101000020E61000007C6B161E6A7E52C06490BB0853614440,10022,"MUSE Film and Television, Inc.","1 East 53rd Street, 10th Floor","1 East 53rd Street, 10th Floor, New York",40.7603465,-73.9752269,New York,NY,1192,(212) 688-8280,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,102,1035725,1012890005,Midtown-Midtown South
0101000020E6100000F9B4D48BEB7E52C01422E010AA5D4440,10009,"Mabou Mines Development Foundation, Inc.",Peter Stuyvesant Station,"Peter Stuyvesant Station, New York",40.7317525,-73.9831266,New York,NY,1193,(212) 473-0559,Theater,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,,,,
0101000020E6100000084614492A7F52C07C123356F65E4440,10010,Madison Square Park Conservancy,11 Madison Avenue,"11 Madison Avenue, New York",40.7418926,-73.9869559,New York,NY,1194,(212) 538-7150,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,56,1088910,1008547501,Hudson Yards-Chelsea-Flatiron-Union Square
0101000020E61000008C69A67B9D7652C04EF04DD367674440,10473,"Mafata Dance Company, Inc.",301 Admiral Lane,"301 Admiral Lane, Bronx",40.807856,-73.853362,Bronx,NY,1195,(718) 518-8099,Dance,Bronx Council District #18,Bronx Community Board #2,Bronx,4,2099266,2034327501,Soundview-Castle Hill-Clason Point-Harding Park
0101000020E61000005E7A4501EC7D52C0A8678BB509654440,10025,"Magic Box Productions, Inc.","320 Central Park West, Apt. 19B","320 Central Park West, Apt. 19B, New York",40.7893588,-73.9675296,New York,NY,1196,(718) 809-7405,"Multi-Discipline, Non-Perform",Manhattan Council District #6,Manhattan Community Board #6,Manhattan,177,1031626,1012050034,Upper West Side
0101000020E610000077DCF0BB697F52C0E6FCB90D0F5D4440,10003,Magnum Foundation,"59 East 4th Street, #7W","59 East 4th Street, #7W, New York",40.7270219,-73.9908285,New York,NY,1197,(212) 219-1248,Photography,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,38,1082642,1004600056,East Village
0101000020E6100000A4B041156D7C52C0436DC08CCE564440,11247,"Maimouna Keita School of African Dance, Inc.",P.O. Box 470972,"P.O. Box 470972, Brooklyn",40.6781784,-73.9441579,Brooklyn,NY,1198,(718) 455-1406,Folk Arts,Brooklyn Council District #36,Brooklyn Community Board #3,Brooklyn,,,,
0101000020E61000008CF7E3F6CB7052C00041142752594440,11412,Major Music International Corporation,114-04 Farmers Boulevard,"114-04 Farmers Boulevard, Saint Albans",40.6978196,-73.762449,Saint Albans,NY,1199,(917) 865-9376,"Multi-Discipline, Performing",Queens Council District #27,Queens Community Board #12,Queens,400,4536661,4103970025,St. Albans
0101000020E61000009B1BD313167F52C0DDA51EB3FD604440,10026,"Makam New York, Inc.",1800 7th Ave #7C,"1800 7th Ave #7C, New York",40.7577423,-73.9857225,New York,NY,1200,(646) 522-9285,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #9,Manhattan Community Board #10,Manhattan,216,1076519,1018267501,Central Harlem South
0101000020E6100000D28437B57D7F52C03743609B435D4440,10003,"Make Music New York, Inc.",419 Lafayette Street,"419 Lafayette Street, New York",40.7286257,-73.9920476,New York,NY,1201,(917) 779-9709,Music,Manhattan Council District #9,Manhattan Community Board #10,Manhattan,57,1008773,1005440013,West Village
0101000020E6100000E510CC2C9D7A52C0C5820C2E67594440,11237,Make the Road New York,301 Grove Street,"301 Grove Street, Brooklyn",40.6984613,-73.9158432,Brooklyn,NY,1202,(718) 418-7690,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #37,Brooklyn Community Board #4,Brooklyn,433,3075926,3033170041,Bushwick North
0101000020E61000002E92D15C027E52C0DA2FE93933604440,10017,"Making Books Sing, Inc.",340 East 46th Street,"340 East 46th Street, New York",40.7515633,-73.9688942,New York,NY,1203,(212) 573-8791 x240,Theater,Manhattan Council District #4,Manhattan Community Board #6,Manhattan,90,1038777,1013380035,Turtle Bay-East Midtown
0101000020E61000006C55B71F957C52C0296E26F098674440,10027,"Mama Foundation for the Arts, Inc.",149 West 126th Street,"149 West 126th Street, New York",40.8093548,-73.9466018,New York,NY,1204,(212) 280-1045,Music,Manhattan Council District #9,Manhattan Community Board #10,Manhattan,224,1057889,1019110112,Central Harlem North-Polo Grounds
0101000020E610000073BB97FB647F52C0F763496F6E5F4440,10010,"Manhattan Art Program, Inc.","800 6th avenue, suite 11C","800 6th avenue, suite 11C, New York",40.7455577,-73.9905385,New York,NY,1205,(212) 686-2202,Visual Arts,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,58,1088723,1008290001,Hudson Yards-Chelsea-Flatiron-Union Square
0101000020E6100000AED7F4A0A07F52C090662C9ACE5F4440,10001,"Manhattan Class Company, Inc.",231 West 29th Street,"231 West 29th Street, New York",40.7484925,-73.994179,New York,NY,1207,(212) 727-7722 x239,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,95,1014283,1007790017,Midtown-Midtown South
0101000020E6100000DEA4B3DD4E7F52C00593D1B7BB624440,10019,Manhattan Community Access Corporation,537 West 59th Street,"537 West 59th Street, New York",40.7713537,-73.9891886,New York,NY,1208,(212) 757-2670 x324,Film/Video/Audio,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,147,1030307,1011510012,Lincoln Square
0101000020E6100000C7CDBA90587F52C0833BAB60AF604440,10018,Manhattan Graphics Center,250 West 40th Street,"250 West 40th Street, New York",40.7553521,-73.9897806,New York,NY,1209,(212) 219-8783,Visual Arts,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,113,1014509,1007890067,Midtown-Midtown South
0101000020E6100000BC523B689B7F52C08E469968EB5F4440,10001,"Manhattan New Music Project, Inc.",243 West 30th Street,"243 West 30th Street, New York",40.7493716,-73.9938603,New York,NY,1210,(212) 977-1070,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,101,1014340,1007800015,Midtown-Midtown South
0101000020E61000001589AEB0857D52C07279628CFE674440,10027,Manhattan School of Music,120 Claremont Avenue,"120 Claremont Avenue, New York",40.8124557,-73.9612848,New York,NY,1211,(917) 749-4433,Music,Manhattan Council District #7,Manhattan Community Board #9,Manhattan,211,1076684,1019930001,Morningside Heights
0101000020E6100000437EECE4427E52C0B7932D37BD654440,10025,"Manhattan Sprout, Inc.",270 West 96th Street,"270 West 96th Street, New York",40.7948369,-73.9728329,New York,NY,1212,(212) 222-9575,Film/Video/Audio,Manhattan Council District #8,Manhattan Community Board #7,Manhattan,183,1033711,1012430060,Upper West Side
0101000020E6100000B9895A9A5B7F52C0D237691A14614440,10036,"Manhattan Theatre Club, Inc.","311 West 43rd Street, Eighth Floor","311 West 43rd Street, Eighth Floor, New York",40.758426,-73.989966,New York,NY,1213,(212) 399-3000 x4124,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,121,1024965,1010340022,Clinton
0101000020E6100000C0F91E3FE57F52C026885F56CD5D4440,10011,Manhattan Theatre Source Incorporated,177 MacDougal Street,"177 MacDougal Street, New York",40.7328289,-73.9983671,New York,NY,1214,(212) 260-4698,Theater,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,63,1077891,1005530026,West Village
0101000020E6100000B3CB5C85397C52C0F9484A7A18654440,10029,"Manna House Workshops, Inc.",338 East 106th Street,"338 East 106th Street, New York",40.7898095,-73.9410108,New York,NY,1215,(212) 722-8223,"Multi-Discipline, Performing",Manhattan Council District #8,Manhattan Community Board #11,Manhattan,170,1052766,1016770035,East Harlem South
0101000020E6100000F36B90EE8C7E52C0943FCEEAD3574440,11217-1423,Mano a Mano: Mexican Culture Without Borders,126 St. Felix Street,"126 St. Felix Street, Brooklyn",40.6861547,-73.9773518,Brooklyn,NY,1216,(212) 587-3070,"Multi-Discipline, Performing",Manhattan Council District #1,Manhattan Community Board #1,Manhattan,,,,
0101000020E6100000A285BAFE937C52C011120E620C674440,10027,Marcus Garvey Park Alliance,"17 West 121, Apt 3","17 West 121, Apt 3, New York",40.8050654,-73.9465329,New York,NY,1217,(917) 797-9938,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #9,Manhattan Community Board #11,Manhattan,,,,
0101000020E6100000A6643909A57952C0B685E7A5625F4440,11377,"Mare Nostrum Elements, Inc.","39-48 64th Street, 2nd Floor","39-48 64th Street, 2nd Floor, Woodside",40.745198,-73.900698,Woodside,NY,1218,(718) 545-6665,"Multi-Discipline, Performing",Queens Council District #26,Queens Community Board #2,Queens,261,4030069,4012950032,Woodside
